Formula,Volume,Density,Uncorrected EPA,EPA,Formation EPA,Equilibrium Reaction EPA,Atomic Density,Bulk Modulus,Shear Modulus,Sound Velocity,Thermal Conductivity,Debye Temperature,O,N,C,B,Si,Al,Mg,Zr,Ti,Ca,Y,Hf,Fe,Na,K,Ba,Sr,Li,Be,Mn,V,Cr,Nb,Mo,W,Re,Sc,La,Ce,Th,U,Tm,Elements
Ti6 O10,177.34475447085757,4.187247780067691,-9.00385312625,-9.43322812625,-3.379942991875,-0.002178950000001,11.067621693813596,170.755,76.573,81.90743454804782,1.669620875586848,638.0648032777889,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.77131338095,"['Ti', 'O']"
Nb6 C5,136.64958724659684,7.503639389532728,-10.249247699090908,-10.249247699090908,-0.544596998863636,-0.163298472272726,12.42135758645176,235.464,160.992,183.6428758610463,1.621313330763579,658.9031370146315,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1518.7178532352,"['Nb', 'C']"
Sr4 N4,175.12447187219615,3.854517966365493,-5.5366219375,-5.7171219375,-0.704127748333332,-0.003838007499999,21.874481883937477,39.109,25.771,22.546061537179185,0.622534295194861,304.7745617733745,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705.67188944255,"['Sr', 'N']"
Ti4 O8,146.7062824463116,3.615940066345404,-8.974109396666668,-9.432109396666666,-3.501638054444445,-0.497244283888889,12.218289550763394,180.571,60.573,81.27006150679105,1.5218140955436992,594.5842463183423,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913.0044285809499,"['Ti', 'O']"
Si2 O4,94.26185405895744,2.116918419964578,-7.916263906666667,-8.374263906666666,-3.267183893333333,-3.267183893333333,15.598843489758291,35.06,33.443,39.05468203679197,1.149637360806195,517.7299913994993,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.26326883695,"['Si', 'O']"
V6 B4,99.1009311566266,5.846064720189724,-8.844793894999999,-8.844793894999999,-0.722693544666665,-0.044944920999999,9.91010918891929,257.602,199.016,262.50663549484653,2.346145694078487,892.1341008759705,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1750.9686125408,"['V', 'B']"
Y4 B16,203.72837719926437,4.308481555562305,-7.224510788000001,-7.224510788000001,-0.5877031486666661,-0.1903232792,10.187220825653858,177.419,139.258,143.42416565920016,2.24085195994483,861.0165260021605,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386.6808148102,"['Y', 'B']"
La4 B16,223.5470251460546,5.412128586733907,-6.895536307,-6.895536307,-0.564821469333333,-0.040078661333333,11.179067162146309,170.08,155.057,147.76611292758255,1.9507001232621144,782.8738664180242,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1482.6103402869498,"['La', 'B']"
Be8 B2,78.5283011904702,1.981767284490992,-4.344125785,-4.344125785,-0.016717138833332,-0.016717138833333,7.863561033329847,138.194,144.093,236.23065596303184,3.867147627466417,1398.236336228445,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1416.00916595695,"['Be', 'B']"
Zr4 N2,98.19109596030384,6.644608687428045,-9.691942243333331,-9.812275576666666,-1.334976848333333,-0.094878036666665,16.361691430457004,174.788,88.758,120.30258117686714,1.090937318643582,477.68369290005,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081.8926704102,"['Zr', 'N']"
Hf4 N2,93.0786428682148,13.23693363840552,-10.660390325,-10.780723658333336,-1.363765996666667,-0.018307150000001,15.516245752071976,194.409,146.294,152.41028946351508,0.994163771148782,438.0994793899691,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.3686039398003,"['Hf', 'N']"
Ca1 N2,39.15444664286521,2.8877545119913672,-6.728036216666666,-6.968702883333333,-0.7425063066666671,-0.223953821388888,13.03315527256516,82.688,39.226,64.60334903153633,1.285608383857906,520.1304271904899,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.6719334918,"['Ca', 'N']"
Sr1 N2,46.95106578137338,4.089657501411404,-6.614135053333332,-6.85480172,-0.7339739522222211,-0.264555453333334,15.56087837334118,68.626,34.11,45.65317936547703,0.8902844723280111,382.9570193807118,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755.230020655,"['Sr', 'N']"
Ba1 O2,52.14687194659256,5.391926606146252,-5.798491646666666,-6.108491646666667,-2.170192663333333,-0.251838927777778,17.353706932436037,65.16,35.973,42.78736472963445,0.736158443460252,330.14899664149766,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.31216120095,"['Ba', 'O']"
K1 O2,53.241029712392354,2.21745358560247,-4.548624086666667,-4.65595742,-0.987183767666666,-0.123554273333333,17.676604574625042,24.246,9.593,10.857901871277804,0.5981947926904061,265.86531234177073,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.7452441069499,"['K', 'O']"
U1 C2,36.94302393827631,11.778807779910728,-10.027358176666668,-10.027358176666668,-0.111111178333333,-0.008097737499999,12.274099735782505,173.368,76.295,87.6225356701552,0.927730804716936,366.68757164181,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1007.10495986375,"['U', 'C']"
Sr1 O2,43.54429290000672,4.561601017002553,-5.7572625,-6.067262499999999,-2.205457345555555,-0.154063448333332,14.492366206172871,71.147,44.189,56.95109535083492,0.990745367671733,421.26762672767,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.2309572465499,"['Sr', 'O']"
Ca1 O2,37.9857810951648,3.150819567534649,-5.8637341166666666,-6.173734116666666,-2.206560153333333,-0.002547224999999,12.744004396942314,58.943,123.9,225.13738864281385,1.839494188476148,862.4784772930195,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.6921655,"['Ca', 'O']"
Mn4 B16,145.1311135844909,4.493457469243421,-7.465500555,-7.465500555,-0.289584079919539,-0.089409644999999,7.238990865177719,274.672,239.029,271.95310061161507,3.5656189805511698,1232.949390614472,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1997.08556456255,"['Mn', 'B']"
Zr4 O8,147.11040125091515,5.563611324333667,-9.503491968333334,-9.961491968333332,-3.813617754999999,-3.126835043333333,12.23405486857129,183.109,85.963,93.79896325070416,1.430757899823125,566.5036430038327,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.10563055295,"['Zr', 'O']"
B2 W4,75.00114726390821,16.759719435306387,-11.127080953333332,-11.127080953333332,-0.261863543055554,-0.016746805833333,12.49724958120762,329.552,157.907,168.27887831997074,1.100988109345583,439.449385218561,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1499.9444113569502,"['B', 'W']"
Cr10 B6,147.4228214489032,6.587366002867269,-8.95357885,-8.95357885,-0.415652267187498,-0.004430902812499,9.206811524049089,290.926,196.282,212.1053139189732,2.334969165799628,858.0147344700343,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1734.2162629382,"['Cr', 'B']"
Fe4 B2,54.31484673634333,7.490316504774646,-8.180638175,-8.180638175,-0.307493444722221,-0.054462200000001,9.029756151713942,220.866,140.537,169.1924829431634,1.885235955760968,685.6843713915237,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394.4365266029502,"['Fe', 'B']"
Mn4 B2,52.670288175190834,7.609817033568493,-8.731395211666667,-8.731395211666667,-0.396921093342912,-0.063297035143678,8.827885027872206,301.039,168.637,230.7974149254728,2.110653139725031,756.232244054073,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1565.28581077295,"['Mn', 'B']"
K2 N6,141.19994353440055,1.9079366327857352,-6.677060985,-6.677060985,-0.147090054499999,-0.147090054499999,17.382484561534728,20.517,11.746,9.80649330588461,0.6995701920828351,314.5414469032495,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.4947426838,"['K', 'N']"
B4 Mo4,83.65175146839084,8.476293826950462,-9.26475576,-9.26475576,-0.502234819583332,-0.178444103749999,10.46302129805625,311.129,205.308,264.4453124602646,1.9384060046791167,742.232445555239,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1789.5535361752002,"['B', 'Mo']"
B4 W4,84.32978721842598,15.331502709340285,-10.18643610625,-10.18643610625,-0.367675105833331,-0.070271717916664,10.544783457915395,341.8,196.608,194.6303936655769,1.41944618014633,540.4104927949437,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1736.2133681152,"['B', 'W']"
V18 C15,324.287538843131,5.617822605994153,-9.692741181515151,-9.692741181515151,-0.543035374015151,-0.157754240378787,9.82175704761205,237.852,175.41,151.59813284312762,2.270356324487174,857.7554151568047,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1606.595867455,"['V', 'C']"
Si10 C10,209.9093083831296,3.171908245903268,-7.5307679605,-7.5307679605,-0.2037761992499999,-0.2037761992499999,10.48711294083846,213.229,187.484,253.55907645416772,2.934611909873761,1149.2341278599697,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680.3630776408,"['Si', 'C']"
V6 N3,94.69838702758108,6.096388140572123,-9.804864944444445,-9.925198277777778,-1.09042925611111,-0.164947280158731,10.539760020518706,268.043,142.833,189.99058444388396,1.931990970204278,732.388667461444,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1408.3637262389502,"['V', 'N']"
Ti2 O1,37.01184496851611,5.012926974083359,-8.719544013333334,-8.948544013333334,-2.035562333888889,-0.019634265833333,12.333664874217048,183.19,110.136,204.6070867950233,1.667051900113866,670.420179304525,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210.5752261728,"['Ti', 'O']"
Sc2 C1,54.27524512046594,3.118296982893171,-7.72055704,-7.72055704,-0.422689139166666,-0.045704938888888,18.117698723867065,70.965,9.328,17.571300244617976,0.510916568106351,223.2056314292806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,608.1763363712,"['Sc', 'C']"
Sr2 N1,89.96409806530323,3.493077191593398,-4.451432806666666,-4.57176614,-0.6666055294444441,-0.197187030555555,29.961634754658206,24.67,9.666,10.41509228051006,0.337245159107987,178.64574951691094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.1774473558,"['Sr', 'N']"
Y2 C1,69.49298157941753,4.535817922791761,-7.679014703333333,-7.679014703333333,-0.291812130277777,-0.097230880666666,23.14948364511038,59.24,31.783,43.13191416306771,0.6242527592150381,307.7192722431292,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.39311749895,"['Y', 'C']"
Al4 C3,81.56406797660878,2.930804110865087,-6.186745705714286,-6.186745705714286,-0.091274306071429,-0.091274306071429,11.64314037650603,159.382,112.747,193.6850506793116,2.258700980870847,900.4574565755892,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226.32630730495,"['Al', 'C']"
B4 Mo2,55.49073251748694,7.035996288528142,-8.499865505,-8.499865505,-0.431720954444443,-0.09689774138889,9.24442866248754,300.149,211.409,312.64514834014415,2.329387882859032,859.6436348047478,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1827.00876090455,"['B', 'Mo']"
Ca2 N1,72.33292337664713,2.161682880848069,-4.871482313333334,-4.991815646666667,-0.875917418333333,-0.098088690416667,24.10768058964211,33.874,15.634,23.41700371149529,0.6241010186121321,309.56607127464315,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.5313720757999,"['Ca', 'N']"
Ti8 C5,161.97543063985572,4.541437975904562,-9.126612936923078,-9.126612936923078,-0.718361891089744,-0.024140720192308,12.444840596696531,168.542,97.532,112.5463039900579,1.642775023693773,661.1720894298826,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.6459900631999,"['Ti', 'C']"
Th3 N4,119.5382530872099,10.448199219663932,-9.550011041428572,-9.756296755714288,-1.815217548571429,-0.313056269285715,17.066274183088037,147.036,48.498,46.02752345171076,0.641626322690107,280.0769590956413,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,840.9168108022001,"['Th', 'N']"
Al4 O6,87.42003699644115,3.873498344881152,-7.481357943000001,-7.893557943,-3.426551008,-3.426551008,8.741313709169694,231.003,128.563,181.69284237649325,2.5940082672089773,926.0367357982788,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.8979747329502,"['Al', 'O']"
Si6 N8,148.64885368977068,3.134176881756273,-8.182154780714287,-8.388440495000001,-1.299592810714286,-1.299592810714287,10.61644410796751,234.569,122.364,183.76575494914303,2.483661498082812,942.7639262812193,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.4063616728001,"['Si', 'N']"
Fe6 N2,81.24196595279257,7.42121591846564,-8.50461442625,-8.59486442625,-0.158224787499998,-0.000906368749999,10.132410211248208,253.773,180.178,223.800774322716,1.966417966982685,748.6392157533176,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635.7072414262,"['Fe', 'N']"
Be2 O2,27.991727944331437,2.967498767428321,-7.1030427375,-7.4465427375,-3.102855802499999,-3.102855802499999,6.993235640266435,208.037,156.717,313.478629362688,3.694917739624081,1248.4896634466556,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1492.70558994895,"['Be', 'O']"
Mo8 N8,163.84326370810533,8.914411820999131,-9.95768434625,-10.13818434625,-0.5471118287500011,-0.025049708281249,10.248445057389567,332.975,196.526,199.02773721731424,1.893301248719757,715.0512042640048,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1735.7110177718,"['Mo', 'N']"
La2 N2,88.1625406939099,5.760193170473745,-7.9570209675,-8.1375209675,-1.5012699525,-1.5012699525,22.035686036397927,86.477,22.739,29.65709174777757,0.504204233514369,238.1385769515667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,687.6718741665501,"['La', 'N']"
V1 N1,17.28723656550704,6.238650298291136,-9.87172155,-10.05222155,-1.342021052499999,-0.524199110416667,8.643086584166007,334.002,255.479,603.294442391488,2.821692266261341,1024.3578447648665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2098.77912569255,"['V', 'N']"
Cr1 N1,16.20580809332882,6.763021469026915,-9.505807915,-9.686307915,-0.6915367175,-0.311949034583333,8.101317951672796,357.173,229.681,513.8448189512129,2.7272600097643043,957.3422461806276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1939.42905896855,"['Cr', 'N']"
W1 C1,21.186313652144644,15.350369316958032,-11.215095135,-11.215095135,-0.121697273749999,-0.121697273749999,10.586991677321338,380.208,263.151,445.0064389525981,1.609942447083464,620.8592948974979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2146.3090568405505,"['W', 'C']"
Nb1 N1,22.23561881453577,7.984187343709686,-10.286600965,-10.467100965,-1.2482009825,-0.086159794642858,11.12349366315569,312.566,209.5,451.0570224333164,1.934010088167526,756.5890108135528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1815.2846375,"['Nb', 'N']"
Re3 N1,50.17730000574874,18.950215888197672,-11.44909441,-11.53934441,-0.121825289999998,-0.054691116666665,12.52468492953824,388.181,212.936,267.5102203951601,1.188011778708896,477.750596679526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1836.3897170528,"['Re', 'N']"
U3 O8,168.52981897206945,8.297107019549454,-9.88515159,-10.384787953636364,-3.706795401818181,-0.056907471818181,15.302188789920509,163.668,48.125,45.23248850981534,0.7752995098246701,325.2278442981619,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,838.69255859375,"['U', 'O']"
Li1 C12,124.21942337474468,2.01946389705513,-8.670166768461538,-8.670166768461538,-0.004558401025641,-0.004558401025642,9.268681855936618,140.283,106.231,155.81709797985917,3.009491076170317,1117.4372367734825,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.0319739485499,"['Li', 'C']"
Ti1 B2,25.713899396780924,4.487425169541856,-8.140426979999999,-8.140426979999999,-1.055668460555555,-0.33011535648148,8.576485098348488,254.22,257.473,576.4756399639355,3.252984859797878,1207.1367849542269,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111.12622015095,"['Ti', 'B']"
Zr1 B2,31.0594933066118,6.033105238437892,-8.28951941,-8.28951941,-0.987358019444444,-0.987358019444444,10.357560333240723,237.763,227.984,447.8858994112559,2.343492298030304,921.175681212476,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.9726273408,"['Zr', 'B']"
V1 B2,23.5867395919351,5.108570697442919,-8.219746193333334,-8.219746193333334,-0.7388496561111111,-0.073644429027778,7.862246530645033,283.799,240.821,500.03204581594287,3.1895587777131498,1131.2659411948064,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008.1492247225501,"['V', 'B']"
Y1 B2,36.37759267180382,5.045298483178286,-7.172048143333334,-7.172048143333334,-0.5636299249999991,-0.07387730111111,12.151359854913103,163.074,152.469,284.9504317211211,1.891312560105113,782.2376701746714,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.8775277785498,"['Y', 'B']"
Hf1 B2,29.877916481905338,11.121719091790176,-8.78987715,-8.78987715,-1.017886292777776,-1.017886292777777,9.964193347071276,252.303,244.359,360.31601469015806,1.831496014392804,711.366588535673,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.00291648455,"['Hf', 'B']"
Li3 N1,44.88256682919796,1.288608956543416,-3.8823583975,-3.9726083975,-0.45679251625,-0.45679251625,11.220641707299489,51.984,33.607,58.889241913228666,1.922733495723538,752.5937590922621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,752.2385567469499,"['Li', 'N']"
Sc1 B2,30.201855763624486,3.6605440694896574,-7.40258911,-7.40258911,-0.8388382277777761,-0.686343828055556,10.07453634295316,191.13,195.809,445.3688352082735,2.817356081280532,1104.387565422183,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1731.31883046455,"['Sc', 'B']"
Nb1 B2,27.993008986317957,6.793798036612247,-8.513879273333332,-8.513879273333332,-0.6938497461111099,-0.071106815694443,9.382582203566514,286.562,201.475,375.5464276337684,2.298624807238452,852.3885122259443,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1766.04294659375,"['Nb', 'B']"
Ba6 N2,367.990358238172,3.844498655432413,-3.83391573,-3.92416573,-0.4008107937499999,-0.006712915,45.987170439052136,12.544,5.365,3.339062135533409,0.179097001728658,109.81431537374532,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.72298077375,"['Ba', 'N']"
Li2 B2,43.44819131411207,1.356921365879428,-4.459978875,-4.459978875,-0.16582155625,-0.007786238611111,10.847408741348584,70.778,45.849,90.00581179349915,2.236533467357735,865.7154997929866,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,825.12376194055,"['Li', 'B']"
Re2 B4,55.29133697258874,12.483263854721605,-9.028953378333332,-9.028953378333332,-0.427849802777777,-0.337451747870369,9.220146703064216,337.733,276.94,334.09396895383367,1.9754598020903047,736.7785430697825,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2231.89806998,"['Re', 'B']"
B8 W4,111.1943818898656,12.27319842530772,-9.105247823333334,-9.105247823333334,-0.332943232777777,-0.087826495555557,9.28235784117738,320.671,209.293,191.0620986766576,1.764329173946146,648.6839033562178,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1814.01358791695,"['B', 'W']"
Li4 O4,67.4796816975768,2.258068176869916,-4.8461121725,-5.0786121725,-1.650170236666666,-0.078930970499999,8.417090850272249,72.65,50.633,58.08441348157673,2.142426916718422,765.759087432909,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,853.6510653789501,"['Li', 'O']"
Al23 B50,633.2575502973577,3.044723382218519,-5.809619112054794,-5.809619112054794,-0.054580308881278,-0.054580308881278,8.67402220129804,184.943,107.776,80.97446707132792,2.682828265718391,957.7374744335762,0,0,0,50,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196.3447763968,"['Al', 'B']"
Mg24 N16,503.6815993325058,2.661928513341571,-5.04588684075,-5.19028684075,-0.8955208407499999,-0.895520840749999,12.579844226962097,110.105,77.845,67.9608539400531,1.87021459043044,765.0338905921011,0,16,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.39686421375,"['Mg', 'N']"
Be24 N16,270.58302314557005,2.702685039504714,-6.6519116155,-6.7963116155000005,-1.218065926500001,-1.2180659265,6.765333853443535,214.318,185.759,188.47087928863576,4.24733008191149,1435.4230414507592,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1669.81421334455,"['Be', 'N']"
Sc16 O24,488.4415273058872,3.750786451116471,-9.05829688575,-9.47049688575,-3.96873264075,-3.96873264075,12.167153386517777,167.269,79.706,68.32817616181627,1.681062946675934,664.8500084374527,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1027.5566355398,"['Sc', 'O']"
La16 O24,741.1342575552117,5.839900670800358,-8.40512254125,-8.81732254125,-3.87414309625,-3.87414309625,18.50596842707006,114.974,39.632,25.926127919457496,0.733188534084772,329.2696469143334,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,788.0890024832,"['La', 'O']"
Ca24 N16,755.5920051420769,2.60638649313948,-5.3269523715,-5.4713523715,-0.933394473499999,-0.084159277499999,18.87748277285439,67.434,33.75,25.90054534333524,0.9772324711351,448.4715305124291,0,16,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.088984375,"['Ca', 'N']"
Mn1 N1,19.330651323932717,5.9224824218667536,-9.046930595,-9.227430595,-0.478175486465517,-0.1753281506249999,9.672509575004254,260.012,47.747,106.64516533105306,1.2635966242364352,450.12859790149525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,836.43864680495,"['Mn', 'N']"
Fe1 N1,18.93097598816525,6.127073266216781,-8.537394905,-8.717894905,-0.314636837499998,-0.209153645833334,9.481791983744047,272.864,79.289,167.40368723606116,1.596503128730542,570.7647456211462,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.05570003655,"['Fe', 'N']"
La8 C12,342.93404268099584,6.078703943818201,-7.677252512,-7.677252512,-0.165650374499999,-0.0214291035,17.12614896612868,106.014,11.549,10.722787608734782,0.423710687177617,181.2527916379085,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,621.32794867055,"['La', 'C']"
Sc8 C6,188.68283374649903,3.799358910270773,-8.0583901,-8.0583901,-0.484693971785713,-0.067989443714285,13.47570094610125,113.058,68.134,71.13954625068044,1.419609517361602,588.0955160116663,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,958.2251730758,"['Sc', 'C']"
U8 C12,260.8646685653598,13.038872970213095,-10.1773794285,-10.1773794285,-0.123616128999999,-0.0074262165,13.058611462003697,184.425,100.718,62.962821462621775,0.9596104830792912,391.215195978145,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1153.8226435381998,"['U', 'C']"
Re3 N3,67.58764883551153,14.75695678327905,-10.344279401666666,-10.524779401666668,-0.134268346666666,-0.053051486666667,11.266349693761509,366.211,175.334,202.80847519479988,1.3251942473797391,510.9512931277557,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1606.1320463558002,"['Re', 'N']"
